,user_id,age,height,weight,duration,heart_rate,body_temp,calorie,female,male
37,16324247,26,182.0,80.0,21.0,96.0,40.5,100.0,1,0
38,14277710,44,184.0,86.0,25.0,114.0,40.8,200.0,0,1
39,10888188,61,183.0,86.0,1.0,81.0,38.3,4.0,0,1
40,13379795,68,157.0,57.0,13.0,92.0,40.1,70.0,1,0
41,17181524,61,176.0,70.0,20.0,104.0,40.5,127.0,1,0
42,15988442,63,179.0,80.0,25.0,108.0,40.8,197.0,0,1
43,19538533,54,171.0,66.0,20.0,98.0,40.1,113.0,1,0
44,14591877,54,169.0,66.0,3.0,80.0,38.9,11.0,1,0
45,14274480,47,155.0,55.0,16.0,93.0,40.5,82.0,1,0
46,16818429,33,184.0,86.0,8.0,86.0,39.9,26.0,0,1
47,17476522,24,171.0,66.0,24.0,105.0,40.6,141.0,1,0
48,16369885,24,195.0,98.0,20.0,96.0,40.6,92.0,0,1
49,17816292,48,152.0,59.0,2.0,79.0,38.0,5.0,0,1
50,15995398,35,193.0,93.0,10.0,83.0,39.7,30.0,0,1
51,17615432,21,168.0,71.0,3.0,78.0,38.5,3.0,0,1
52,10146087,21,179.0,73.0,9.0,90.0,39.6,37.0,1,0
53,17967445,22,158.0,62.0,25.0,105.0,40.6,147.0,1,0
54,19670291,69,174.0,69.0,2.0,80.0,38.1,8.0,1,0
55,10580576,53,191.0,101.0,21.0,106.0,40.7,159.0,0,1
56,15854213,68,155.0,58.0,15.0,100.0,40.3,93.0,1,0
57,11138472,69,164.0,65.0,23.0,113.0,40.4,173.0,1,0
58,18276801,28,198.0,101.0,19.0,95.0,40.6,89.0,0,1
59,13823902,70,188.0,89.0,7.0,82.0,39.3,31.0,0,1
60,19222133,36,170.0,64.0,9.0,84.0,39.6,35.0,1,0
61,13231909,77,177.0,80.0,16.0,98.0,40.6,94.0,1,0
62,12726617,32,167.0,63.0,9.0,99.0,39.7,49.0,1,0
63,12538968,62,185.0,77.0,13.0,84.0,40.4,54.0,1,0
64,10941668,64,151.0,56.0,20.0,97.0,40.4,117.0,1,0
65,12628985,45,175.0,79.0,27.0,104.0,40.6,173.0,0,1
66,17691320,45,158.0,61.0,20.0,97.0,40.7,99.0,0,1
67,17822027,22,177.0,71.0,10.0,93.0,39.8,45.0,1,0
68,13777657,45,169.0,69.0,22.0,113.0,40.6,166.0,0,1
69,19423359,66,174.0,69.0,28.0,111.0,40.9,202.0,1,0
70,14701930,31,182.0,83.0,20.0,101.0,40.9,107.0,0,1
71,11513205,57,163.0,68.0,29.0,109.0,40.7,199.0,1,0
72,11842710,53,192.0,93.0,5.0,90.0,39.1,25.0,0,1
73,12576313,22,179.0,67.0,8.0,77.0,39.5,23.0,1,0
74,12367125,67,192.0,92.0,24.0,108.0,40.7,200.0,0,1
75,16913504,27,168.0,64.0,2.0,76.0,38.2,6.0,1,0
76,19439155,57,178.0,83.0,2.0,79.0,38.1,7.0,0,1
77,16137644,49,168.0,68.0,20.0,99.0,40.6,113.0,1,0
78,11622081,39,168.0,63.0,29.0,108.0,40.7,188.0,1,0
79,17374074,47,165.0,72.0,20.0,96.0,40.3,103.0,0,1
80,19096890,62,197.0,101.0,17.0,103.0,40.3,128.0,0,1
81,19628507,41,187.0,89.0,23.0,99.0,40.7,130.0,0,1
82,16918679,34,144.0,50.0,7.0,83.0,39.3,27.0,1,0
83,11194130,40,163.0,62.0,27.0,111.0,41.2,185.0,1,0
84,18863486,55,155.0,57.0,11.0,92.0,39.8,57.0,1,0
85,11754581,44,189.0,88.0,13.0,94.0,40.0,65.0,0,1
86,15161631,45,160.0,60.0,16.0,99.0,40.4,91.0,1,0
87,18735761,49,164.0,64.0,19.0,105.0,40.4,120.0,1,0
88,15878611,46,166.0,68.0,12.0,101.0,40.1,70.0,1,0
89,19249559,25,202.0,100.0,9.0,94.0,39.8,39.0,0,1
90,15469030,68,171.0,80.0,22.0,95.0,40.5,136.0,0,1
91,11157560,25,169.0,64.0,14.0,101.0,40.2,77.0,1,0
92,19576971,31,174.0,67.0,9.0,93.0,39.5,42.0,1,0
93,15048071,57,184.0,91.0,7.0,95.0,39.2,41.0,0,1
94,18707469,27,159.0,59.0,14.0,88.0,39.9,59.0,1,0
95,12598637,40,201.0,98.0,24.0,110.0,40.7,179.0,0,1
96,14342169,57,171.0,74.0,2.0,73.0,38.6,6.0,1,0
97,19208771,23,155.0,62.0,5.0,74.0,39.2,13.0,1,0
98,11790318,23,189.0,87.0,23.0,110.0,40.0,147.0,0,1
99,11756583,43,183.0,88.0,26.0,107.0,40.7,180.0,0,1
100,16417986,74,201.0,107.0,14.0,96.0,40.1,101.0,0,1
101,13065142,45,158.0,53.0,23.0,106.0,40.7,150.0,1,0
102,10481882,31,165.0,60.0,25.0,115.0,40.8,179.0,1,0
103,19521409,21,195.0,93.0,6.0,93.0,39.2,23.0,0,1
104,15862346,50,190.0,96.0,3.0,80.0,38.3,10.0,0,1
105,12234447,39,175.0,74.0,9.0,93.0,39.5,39.0,0,1
106,14624633,57,169.0,81.0,30.0,112.0,40.9,247.0,0,1
107,17074274,26,159.0,53.0,19.0,92.0,40.5,89.0,1,0
108,17636190,34,181.0,83.0,25.0,102.0,40.9,141.0,0,1
109,14345479,55,160.0,62.0,4.0,87.0,39.1,18.0,1,0
110,11772472,52,171.0,67.0,15.0,89.0,40.6,70.0,1,0
111,19087162,21,188.0,90.0,29.0,110.0,40.8,185.0,0,1
112,15875055,20,136.0,45.0,11.0,94.0,40.1,54.0,1,0
113,10939512,79,152.0,60.0,29.0,107.0,40.8,207.0,1,0
114,13616455,21,189.0,91.0,27.0,114.0,41.0,189.0,0,1
115,19118405,50,171.0,74.0,2.0,82.0,38.1,6.0,0,1
116,10503799,29,180.0,76.0,12.0,97.0,39.9,60.0,1,0
117,16572590,22,194.0,92.0,6.0,92.0,39.0,23.0,0,1
118,17336010,28,158.0,60.0,27.0,113.0,40.8,186.0,1,0
119,15483091,38,188.0,93.0,28.0,104.0,40.9,178.0,0,1
120,10006441,23,169.0,73.0,25.0,102.0,40.7,122.0,0,1
121,13075455,68,159.0,68.0,24.0,108.0,40.5,166.0,1,0
122,17564519,79,176.0,86.0,20.0,102.0,40.1,158.0,0,1
123,18789619,35,182.0,70.0,2.0,83.0,38.4,7.0,1,0
124,15444304,67,201.0,96.0,18.0,105.0,40.5,143.0,0,1
125,13122354,21,156.0,52.0,12.0,82.0,39.8,43.0,1,0
126,10692173,44,143.0,49.0,17.0,92.0,40.2,86.0,1,0
127,12890276,43,175.0,72.0,23.0,100.0,40.7,128.0,1,0
128,14339451,21,186.0,79.0,29.0,111.0,41.0,182.0,0,1
129,16626118,32,170.0,70.0,10.0,98.0,39.7,52.0,1,0
130,17268858,79,179.0,91.0,27.0,107.0,40.4,236.0,0,1
131,13816658,51,192.0,96.0,19.0,97.0,40.6,114.0,0,1
132,14191617,60,174.0,67.0,11.0,99.0,39.7,64.0,1,0
133,13672975,49,184.0,86.0,26.0,103.0,40.8,171.0,0,1
134,16361679,46,179.0,84.0,6.0,82.0,39.2,19.0,0,1
135,17739883,35,149.0,54.0,21.0,111.0,40.5,144.0,1,0
136,19341462,31,172.0,76.0,9.0,94.0,39.7,37.0,0,1
137,14117537,42,185.0,78.0,26.0,110.0,41.4,185.0,0,1
138,12667831,66,174.0,69.0,13.0,87.0,39.8,60.0,1,0
139,10661999,52,189.0,90.0,22.0,96.0,40.5,127.0,0,1
140,10366046,59,166.0,73.0,23.0,101.0,40.4,149.0,0,1
141,11523134,23,169.0,71.0,16.0,102.0,40.1,78.0,0,1
142,12275702,49,164.0,63.0,5.0,91.0,38.9,24.0,1,0
143,11190411,25,157.0,57.0,23.0,107.0,40.8,143.0,1,0
144,19686449,20,188.0,84.0,27.0,104.0,41.0,143.0,0,1
145,15565644,28,163.0,66.0,15.0,94.0,40.1,71.0,1,0
146,10154011,60,182.0,90.0,11.0,90.0,40.2,58.0,0,1
147,12676049,29,178.0,77.0,15.0,95.0,40.4,71.0,1,0
148,10228092,40,184.0,87.0,5.0,88.0,39.5,20.0,0,1
149,18997284,26,191.0,93.0,17.0,96.0,40.3,78.0,0,1
150,10836250,26,176.0,76.0,19.0,97.0,40.4,93.0,1,0
151,15883541,25,158.0,58.0,6.0,90.0,39.2,17.0,0,1
152,16990389,60,190.0,87.0,3.0,84.0,38.9,12.0,1,0
153,17046329,25,181.0,81.0,23.0,101.0,40.8,115.0,0,1
154,14136420,39,165.0,65.0,19.0,106.0,40.6,119.0,1,0
155,13138092,30,153.0,53.0,26.0,108.0,40.6,168.0,1,0
156,16655537,23,198.0,100.0,12.0,90.0,40.4,44.0,0,1
157,16245184,37,148.0,51.0,29.0,108.0,40.6,192.0,1,0
158,19157340,22,147.0,47.0,17.0,101.0,40.3,96.0,1,0
159,19810083,26,170.0,68.0,23.0,105.0,40.7,135.0,1,0
160,19821989,56,167.0,60.0,12.0,86.0,40.2,54.0,1,0
161,17219988,43,171.0,79.0,30.0,115.0,40.8,239.0,0,1
162,19572798,38,169.0,65.0,14.0,94.0,40.1,69.0,1,0
163,18360844,24,179.0,80.0,14.0,90.0,40.7,46.0,0,1
164,13918575,25,164.0,63.0,21.0,101.0,40.7,115.0,1,0
165,15319150,31,163.0,62.0,4.0,88.0,39.1,17.0,1,0
166,16112624,54,151.0,57.0,25.0,115.0,40.4,190.0,1,0
167,11099585,34,190.0,91.0,12.0,89.0,40.2,48.0,1,0
168,17300463,28,176.0,72.0,27.0,112.0,40.7,178.0,1,0
169,17118372,24,191.0,95.0,6.0,88.0,39.3,20.0,0,1
170,14435543,27,167.0,69.0,15.0,90.0,40.4,64.0,1,0
171,10908558,35,154.0,57.0,19.0,94.0,40.6,95.0,1,0
172,14181557,49,183.0,89.0,25.0,111.0,40.8,196.0,0,1
173,17152651,36,185.0,91.0,2.0,91.0,38.1,9.0,0,1
174,10192977,58,192.0,83.0,18.0,101.0,40.8,105.0,1,0
175,19584135,40,157.0,61.0,12.0,92.0,40.0,58.0,1,0
176,19445771,31,179.0,77.0,24.0,97.0,40.8,111.0,0,1
177,11294536,50,182.0,86.0,17.0,101.0,40.3,108.0,0,1
178,12845462,36,202.0,109.0,6.0,87.0,39.1,24.0,0,1
179,10578158,34,163.0,61.0,13.0,96.0,40.1,67.0,1,0
180,19789364,78,153.0,54.0,13.0,84.0,40.3,62.0,1,0
181,12301038,41,178.0,76.0,28.0,104.0,40.8,172.0,0,1
182,18976127,41,172.0,71.0,7.0,87.0,39.5,24.0,0,1
183,11460469,24,178.0,77.0,19.0,98.0,40.1,84.0,0,1
184,15238405,67,173.0,69.0,20.0,105.0,40.5,132.0,1,0
185,18559105,47,179.0,75.0,25.0,110.0,40.7,167.0,1,0
186,12761860,42,154.0,52.0,17.0,101.0,40.6,101.0,1,0
187,12777201,25,180.0,75.0,23.0,97.0,40.6,113.0,1,0
188,11084582,25,179.0,78.0,17.0,101.0,40.3,84.0,0,1
189,11393152,58,165.0,68.0,6.0,88.0,39.4,28.0,1,0
190,12327773,68,191.0,98.0,22.0,99.0,41.0,157.0,0,1
191,12038545,24,181.0,91.0,14.0,97.0,40.4,64.0,0,1
192,17593004,38,192.0,92.0,21.0,104.0,40.6,133.0,0,1
193,11708341,26,164.0,59.0,23.0,108.0,40.5,145.0,1,0
194,10753818,64,178.0,83.0,24.0,103.0,41.0,174.0,0,1
195,10608177,49,174.0,75.0,7.0,93.0,39.2,34.0,1,0
196,11267944,73,158.0,57.0,29.0,103.0,40.9,193.0,1,0
197,19795364,27,180.0,86.0,24.0,107.0,40.7,147.0,0,1
198,14290814,66,171.0,72.0,18.0,105.0,40.5,133.0,0,1
199,19222644,39,199.0,104.0,26.0,101.0,40.7,161.0,0,1
200,12847212,30,168.0,62.0,6.0,76.0,39.4,18.0,1,0
201,11986136,76,187.0,96.0,12.0,96.0,40.1,85.0,0,1
202,11830053,60,193.0,90.0,15.0,95.0,40.0,90.0,0,1
203,14737350,54,188.0,90.0,23.0,108.0,40.9,176.0,0,1
204,15294669,49,166.0,66.0,11.0,89.0,39.6,51.0,1,0
205,17146724,24,173.0,66.0,7.0,82.0,39.3,24.0,1,0
206,17490159,28,161.0,57.0,6.0,83.0,39.5,22.0,1,0
207,15501381,72,197.0,102.0,25.0,106.0,40.9,212.0,0,1
208,16736138,32,171.0,78.0,29.0,112.0,40.9,201.0,0,1
209,18493316,36,159.0,59.0,17.0,93.0,40.3,83.0,1,0
210,17497515,65,204.0,103.0,14.0,93.0,40.1,87.0,0,1
211,14364172,36,163.0,67.0,27.0,97.0,40.7,141.0,1,0
212,14217831,32,159.0,63.0,23.0,103.0,40.3,134.0,1,0
213,10483147,42,180.0,84.0,2.0,80.0,38.6,5.0,0,1
214,18046507,34,191.0,94.0,29.0,109.0,40.9,201.0,0,1
215,12414011,34,181.0,78.0,3.0,86.0,38.2,9.0,0,1
216,10710546,26,191.0,86.0,8.0,83.0,39.3,20.0,0,1
217,16175343,31,203.0,105.0,29.0,113.0,40.8,221.0,0,1
218,12020646,64,157.0,63.0,17.0,105.0,40.1,112.0,1,0
219,13611443,34,185.0,93.0,20.0,99.0,40.3,108.0,0,1
220,16383525,63,204.0,112.0,29.0,110.0,40.4,257.0,0,1
221,17841776,44,194.0,87.0,27.0,108.0,40.8,192.0,0,1
222,10735479,36,190.0,96.0,17.0,90.0,40.3,72.0,0,1
223,13117699,41,173.0,71.0,28.0,104.0,41.2,169.0,0,1
224,16042685,73,168.0,77.0,18.0,97.0,40.3,120.0,0,1
225,10315558,31,186.0,85.0,28.0,106.0,40.8,172.0,0,1
226,12304455,22,179.0,73.0,10.0,84.0,39.9,21.0,0,1
227,15503276,34,161.0,56.0,18.0,102.0,40.6,105.0,1,0
228,10565624,21,168.0,65.0,25.0,109.0,40.3,156.0,1,0
229,12458510,22,145.0,50.0,3.0,89.0,38.7,13.0,1,0
230,13885247,33,190.0,97.0,24.0,100.0,40.8,134.0,0,1
231,11572170,51,157.0,60.0,21.0,103.0,40.4,130.0,1,0
232,19911268,45,195.0,99.0,2.0,83.0,37.9,7.0,0,1
233,12859596,33,175.0,67.0,25.0,101.0,41.1,140.0,1,0
234,15376017,47,198.0,97.0,7.0,91.0,39.3,34.0,0,1
235,19921858,70,175.0,74.0,9.0,79.0,40.0,34.0,1,0
236,19187230,77,160.0,63.0,8.0,92.0,39.5,44.0,1,0
237,10874559,35,172.0,71.0,11.0,85.0,39.9,42.0,1,0
238,11746700,44,161.0,60.0,2.0,89.0,38.4,9.0,1,0
239,10952850,71,164.0,60.0,18.0,97.0,40.5,107.0,1,0
240,16785115,54,174.0,75.0,9.0,87.0,39.6,39.0,1,0
241,14951529,63,166.0,68.0,26.0,108.0,40.8,178.0,1,0
242,13846186,50,149.0,55.0,13.0,101.0,40.4,79.0,1,0
243,10590765,63,200.0,105.0,15.0,102.0,40.3,113.0,0,1
244,15032837,30,163.0,58.0,22.0,109.0,40.5,143.0,1,0
245,15511677,33,163.0,57.0,4.0,84.0,38.7,16.0,1,0
246,18148848,38,189.0,91.0,24.0,100.0,40.5,137.0,0,1
247,13172849,20,183.0,81.0,17.0,97.0,40.5,71.0,0,1
248,18401432,67,159.0,62.0,13.0,94.0,40.2,72.0,1,0
249,14857446,24,188.0,90.0,14.0,103.0,40.1,76.0,0,1
250,12734403,30,197.0,103.0,27.0,109.0,40.5,187.0,0,1
251,11693744,35,145.0,49.0,18.0,103.0,40.2,109.0,1,0
252,10622381,63,176.0,79.0,29.0,111.0,40.5,204.0,1,0
253,18548803,50,157.0,60.0,6.0,91.0,39.4,29.0,1,0
254,18119523,33,200.0,101.0,17.0,98.0,40.5,91.0,0,1
255,13991141,36,163.0,58.0,4.0,84.0,39.0,16.0,1,0
256,10677750,75,187.0,97.0,7.0,84.0,39.1,36.0,0,1
257,17724752,56,184.0,93.0,13.0,97.0,39.9,80.0,0,1
258,17047475,50,182.0,75.0,22.0,111.0,40.6,151.0,1,0
259,18908393,24,183.0,80.0,27.0,116.0,40.6,195.0,0,1
260,19475479,32,172.0,72.0,8.0,80.0,39.5,26.0,1,0
261,10854360,49,193.0,100.0,22.0,99.0,40.5,138.0,0,1
262,17425584,77,170.0,65.0,3.0,89.0,39.0,15.0,1,0
263,15539064,67,171.0,75.0,19.0,97.0,40.5,120.0,0,1
264,14130669,23,182.0,81.0,30.0,112.0,41.0,197.0,0,1
265,15015988,37,192.0,95.0,21.0,98.0,40.7,114.0,0,1
266,13741485,35,163.0,59.0,20.0,107.0,40.6,127.0,1,0
267,13015812,34,185.0,83.0,23.0,97.0,40.8,112.0,0,1
268,13939844,49,168.0,67.0,21.0,98.0,40.4,116.0,1,0
269,13135068,69,156.0,61.0,8.0,83.0,39.4,35.0,1,0
270,13286573,49,194.0,101.0,16.0,103.0,40.4,110.0,0,1
271,19246830,41,150.0,51.0,22.0,95.0,40.2,117.0,1,0
272,18976105,42,195.0,95.0,17.0,105.0,40.2,115.0,0,1
273,14714345,52,188.0,93.0,21.0,107.0,40.6,157.0,0,1
274,18319225,26,158.0,60.0,12.0,91.0,40.0,54.0,1,0
275,14775199,79,178.0,80.0,25.0,104.0,40.5,163.0,1,0
276,10074404,72,172.0,82.0,19.0,107.0,40.5,156.0,0,1
277,16366307,34,195.0,92.0,10.0,91.0,39.9,42.0,0,1
278,13945114,60,152.0,50.0,7.0,89.0,39.8,35.0,1,0
279,16749464,45,158.0,57.0,7.0,91.0,39.3,34.0,1,0
280,18521428,33,188.0,92.0,19.0,98.0,40.4,99.0,0,1
281,10207737,56,192.0,97.0,20.0,109.0,40.5,161.0,0,1
282,10722362,21,153.0,54.0,8.0,94.0,39.8,38.0,1,0
283,15316949,50,161.0,61.0,18.0,99.0,40.5,104.0,1,0
284,14920065,60,184.0,86.0,27.0,105.0,41.0,200.0,0,1
285,10809847,39,162.0,72.0,28.0,108.0,40.7,183.0,0,1
286,12363678,48,175.0,75.0,19.0,110.0,40.7,140.0,0,1
287,17804243,38,163.0,65.0,19.0,97.0,40.5,100.0,1,0
288,15862195,54,190.0,95.0,22.0,110.0,40.3,178.0,0,1
289,12555008,23,195.0,89.0,27.0,104.0,41.0,150.0,0,1
290,13788834,72,164.0,68.0,15.0,94.0,40.2,83.0,1,0
291,19113986,47,179.0,79.0,6.0,74.0,39.3,12.0,0,1
292,19510192,58,170.0,72.0,8.0,103.0,39.9,49.0,1,0
293,15831321,41,179.0,85.0,25.0,101.0,40.8,147.0,0,1
294,14142930,62,193.0,100.0,8.0,90.0,39.4,44.0,0,1
295,16036236,30,168.0,67.0,29.0,107.0,40.9,179.0,1,0
296,19962170,32,156.0,56.0,23.0,113.0,40.5,161.0,1,0
297,11390035,20,178.0,80.0,9.0,84.0,39.4,20.0,0,1
298,16163940,53,168.0,65.0,21.0,102.0,40.5,127.0,1,0
299,17847428,51,189.0,95.0,30.0,112.0,41.0,247.0,0,1
300,18908334,78,177.0,86.0,23.0,100.0,40.8,173.0,0,1
301,17029728,31,169.0,69.0,1.0,74.0,37.6,3.0,1,0
302,10082523,74,205.0,112.0,6.0,83.0,39.0,32.0,0,1
303,15505673,50,177.0,70.0,22.0,106.0,40.9,140.0,1,0
304,12679497,40,160.0,70.0,8.0,88.0,40.0,34.0,1,0
305,17438788,41,172.0,75.0,8.0,88.0,39.7,30.0,0,1
306,19382988,26,161.0,54.0,13.0,94.0,40.3,64.0,1,0
307,13632419,25,185.0,89.0,27.0,104.0,40.8,152.0,0,1
308,12432246,31,184.0,89.0,15.0,105.0,39.9,91.0,0,1
309,19984594,20,186.0,90.0,4.0,83.0,38.8,9.0,0,1
310,14768524,55,176.0,72.0,5.0,84.0,39.3,20.0,1,0
311,18107311,52,160.0,59.0,25.0,103.0,40.7,156.0,1,0
312,11102823,60,208.0,105.0,26.0,110.0,40.6,223.0,0,1
313,11337714,36,191.0,93.0,16.0,97.0,40.0,83.0,0,1
314,15422663,53,168.0,69.0,11.0,89.0,40.0,51.0,1,0
315,10201123,36,193.0,95.0,10.0,97.0,40.0,52.0,0,1
316,10310404,23,169.0,68.0,25.0,114.0,40.9,170.0,1,0
317,17001911,36,164.0,57.0,2.0,79.0,37.9,7.0,1,0
318,13586767,37,166.0,61.0,25.0,103.0,40.7,149.0,1,0
319,11312954,48,181.0,80.0,27.0,105.0,40.6,181.0,0,1
320,19873304,39,167.0,71.0,27.0,118.0,41.1,201.0,1,0
321,10331021,21,205.0,103.0,7.0,88.0,39.6,23.0,0,1
322,10566369,20,187.0,86.0,23.0,100.0,40.3,109.0,0,1
323,19286727,57,169.0,72.0,8.0,84.0,39.7,30.0,0,1
324,19845852,77,160.0,66.0,15.0,94.0,40.5,84.0,1,0
325,18971121,34,184.0,85.0,19.0,109.0,40.4,128.0,0,1
326,16784301,52,189.0,92.0,23.0,97.0,40.7,137.0,0,1
327,15158798,70,194.0,91.0,28.0,103.0,40.8,216.0,0,1
328,12730658,64,157.0,54.0,12.0,95.0,40.1,68.0,1,0
329,16649627,73,198.0,101.0,18.0,97.0,40.7,129.0,0,1
330,16205668,47,195.0,99.0,11.0,88.0,39.8,50.0,0,1
331,15013894,39,164.0,65.0,5.0,84.0,39.2,19.0,1,0
332,12286808,25,163.0,60.0,7.0,89.0,39.4,30.0,1,0
333,10485469,22,165.0,67.0,27.0,119.0,40.4,197.0,0,1
334,13340241,67,173.0,78.0,4.0,95.0,38.7,24.0,0,1
335,14093741,64,164.0,67.0,13.0,94.0,40.2,70.0,1,0
336,11983925,37,200.0,100.0,12.0,91.0,40.1,54.0,0,1
337,11222672,21,184.0,78.0,19.0,100.0,40.5,88.0,0,1
338,17862213,40,190.0,97.0,7.0,83.0,39.5,24.0,0,1
339,18184462,36,174.0,68.0,19.0,108.0,40.1,121.0,1,0
340,14919629,53,178.0,77.0,11.0,95.0,39.9,57.0,1,0
341,17551112,41,192.0,99.0,22.0,98.0,40.5,126.0,0,1
342,17567644,56,184.0,88.0,5.0,89.0,39.5,24.0,0,1
343,17752929,29,166.0,65.0,11.0,84.0,40.0,41.0,1,0
344,18452221,28,192.0,92.0,7.0,92.0,39.5,28.0,0,1
345,15176055,22,191.0,88.0,10.0,90.0,39.7,34.0,0,1
346,10836299,76,195.0,93.0,23.0,96.0,40.5,161.0,0,1
347,14734299,73,175.0,76.0,4.0,86.0,38.9,20.0,0,1
348,10567350,39,191.0,86.0,23.0,97.0,40.6,119.0,0,1
349,13304804,69,162.0,59.0,11.0,95.0,39.6,63.0,1,0
350,10638410,46,180.0,75.0,12.0,93.0,40.1,58.0,1,0
351,13464795,30,163.0,58.0,30.0,115.0,40.6,215.0,1,0
352,13693397,35,168.0,67.0,17.0,101.0,40.1,96.0,1,0
353,14347203,60,176.0,71.0,24.0,107.0,41.0,160.0,1,0
354,13541948,35,150.0,50.0,25.0,104.0,41.0,154.0,1,0
355,12431875,26,182.0,84.0,5.0,81.0,39.1,11.0,0,1
356,18290984,21,183.0,83.0,23.0,104.0,40.5,122.0,0,1
357,15699085,27,158.0,57.0,22.0,101.0,40.4,124.0,1,0
358,17286230,47,172.0,69.0,21.0,97.0,40.6,113.0,1,0
359,12037170,27,183.0,79.0,3.0,80.0,38.9,9.0,1,0
360,15295331,49,181.0,79.0,29.0,108.0,40.7,208.0,0,1
361,13302612,27,178.0,83.0,19.0,102.0,41.0,101.0,0,1
362,14255616,46,194.0,91.0,14.0,91.0,40.0,66.0,0,1
363,12824130,58,197.0,98.0,14.0,102.0,40.1,100.0,0,1
364,12481603,27,172.0,77.0,13.0,101.0,39.9,65.0,0,1
365,17977871,29,176.0,76.0,13.0,91.0,39.8,47.0,0,1
366,10164017,39,197.0,96.0,3.0,78.0,38.6,8.0,0,1
367,13155595,56,160.0,63.0,4.0,84.0,38.7,17.0,1,0
368,11627255,32,183.0,83.0,21.0,97.0,40.4,101.0,0,1
369,12530320,43,169.0,67.0,5.0,80.0,39.0,18.0,1,0
370,14132143,21,202.0,98.0,21.0,108.0,40.5,131.0,0,1
371,14940695,76,175.0,72.0,10.0,97.0,39.8,58.0,1,0
372,17806572,22,162.0,59.0,15.0,104.0,40.0,87.0,1,0
373,14971780,35,200.0,99.0,24.0,104.0,40.6,152.0,0,1
374,16691239,45,191.0,95.0,28.0,105.0,41.0,193.0,0,1
375,15563989,32,176.0,83.0,10.0,99.0,39.7,51.0,0,1
376,10679574,39,178.0,80.0,25.0,105.0,40.7,157.0,0,1
377,10176870,44,174.0,75.0,27.0,105.0,40.8,165.0,1,0
378,19455108,26,174.0,67.0,6.0,84.0,39.4,22.0,1,0
379,18145627,42,179.0,72.0,17.0,98.0,40.1,91.0,1,0
380,13361025,24,178.0,78.0,2.0,93.0,38.2,9.0,1,0
381,19596964,56,186.0,93.0,14.0,91.0,40.0,74.0,0,1
382,18120047,71,185.0,96.0,5.0,85.0,39.1,26.0,0,1
383,19554783,37,187.0,84.0,11.0,99.0,39.9,57.0,1,0
384,17873138,47,162.0,63.0,10.0,81.0,39.9,37.0,1,0
385,12940540,48,167.0,67.0,29.0,112.0,40.9,217.0,0,1
386,12338218,52,183.0,86.0,11.0,87.0,40.0,47.0,0,1
